Start Date:,30-04-2025_10.25.11
Bench number:,86
Computer name:,FRF23050189
Test equipment:,CM.33
Script name:,Endurance_Test
Script version:,0.0d
Script path:,*DAG_Displays:\Test_Group\SYS.5_System_Test\Env_Tests\BR_223\Climatic_Tests\Endurance_Test
Test operator name:,Daniel Lobato
Test Request: ,TR.EL24.06823
Test name: ,3_PTL - k-16
Part number: ,-1
VLIMS number: ,SS 2#17
Serial Number: ,
SW Version: ,-1
HW Version: ,-1
Criteria: ,
Current Value Wake Mode High Value Range - 13.5V: ,2.06[A]
Current Value Wake Mode Low Value Range - 13.5: ,0.98[A]
Current Value Wake Mode High Value Range - 17V: ,1.632[A]
Current Value Wake Mode Low Value Range - 17V: ,0.78[A]
Current Value Wake Mode High Value Range - 8V: ,3.58[A]
Current Value Wake Mode Low Value Range - 8V: ,1.69[A]
Current Value Sleep Mode: ,100[mA]

No:, Date & Time, DUT Mode, Probe of Humidity(%),Probe of Temperature(°C), Dry contact value, Reference Voltage(V),Current[A],Current[A] Status, CAN_status,CID_Display_Temp_Status, CDD_Display_Temp_Status,CID ON/OFF, CDD ON/OFF, CID_BackLight , CDD_BackLight, CID_X_Coordinates, CID_Y_Coordinates, CDD_X_Coordinates, CDD_Y_Coordinates, Light_Sensor_On, Light_Sensor_Off, Temp_1,Temp_2, Watchdog_reset, Hardware_reset, Power_reset, Clock_reset, DTC Stored
221,30/04/2025  16:51:27,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000407223,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
222,30/04/2025  16:52:32,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.000041704,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
223,30/04/2025  16:53:37,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000405759,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
224,30/04/2025  16:54:42,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000418073,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
225,30/04/2025  16:55:47,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000406964,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
226,30/04/2025  16:56:52,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000421517,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
227,30/04/2025  16:57:56,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000388795,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
228,30/04/2025  16:59:01,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000413078,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
229,30/04/2025  17:00:06,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000419795,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
230,30/04/2025  17:01:11,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000418159,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
231,30/04/2025  17:02:15,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000416092,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
232,30/04/2025  17:03:20,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000414112,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
233,30/04/2025  17:04:25,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.000041704,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
234,30/04/2025  17:05:30,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000406276,OK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
